DATE,AEP,BP,BSAC,CHTR,CMCSA,GOOG,HON,HSBC,MCD,MMM,NEE,PM,UNH,UPS,XOM,AEP_SI,BP_SI,BSAC_SI,CHTR_SI,CMCSA_SI,GOOG_SI,HON_SI,HSBC_SI,MCD_SI,MMM_SI,NEE_SI,PM_SI,UNH_SI,UPS_SI,XOM_SI,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
2012-01-04,-0.003188456502494219,-0.013820030636071845,0.0019713596338704065,0.006644470406413028,-0.009387708507898829,-0.004313108399231158,0.0008997646664147263,-0.0005096474513537341,-0.005564255889587422,-0.00826441972941172,0.0025444489775183765,0.0017813085787028449,-0.014566600158496978,0.004315264545041719,-0.00023232437775000392,3384500,6883900,555100,379900,34687800,114989399,3839854,1720700,6754700,3007400,11679600,5589500,5406400,3698900,16130900,102.98999786376953,1596.5999755859375,12392.4599609375,1277.030029296875,1.937000036239624,23.440000534057617
2012-01-05,-0.0012224046552551382,0.011173525500701498,0.00236983109092348,-0.0029923986065107933,-0.008896054695374911,0.013871429439057947,-0.0010805074790150027,0.011465096670193353,-0.004427569527807762,0.0045139266306917225,-0.012755315353544905,0.0030589335382688043,-0.006699980695646923,0.009750521964868364,0.0030223846676612487,4039900,5570700,843440,571700,44687000,131808205,3015305,2005100,8163800,3116400,13628000,5407000,6330100,5064700,17452800,103.29000091552734,1610.800048828125,12418.419921875,1277.300048828125,1.9910000562667847,22.75
2012-01-06,0.003907411647826153,0.0038416157053815514,0.0011878380646529463,0.006318017080444438,0.010421108175816207,0.013641592838085304,0.00737555925544231,0.012628661177686129,-0.007712892056448428,0.005131135420148758,0.010579512825614756,0.014448508284873651,-0.0036124040517091505,-0.004923411331311023,0.007462626325871913,3215200,5976000,302900,274100,19228000,108119746,4017330,1361700,6775300,2839200,18193600,6745900,5321700,3177500,15942100,101.3499984741211,1622.5,12407.4501953125,1280.9300537109375,2.003000020980835,21.239999771118164
2012-01-09,-0.004658089675997346,0.00022700424316335344,-0.0019820845031750522,-0.00229602738551149,-0.021061223457122802,0.042398752987555466,-0.00833646600834892,0.001305384501673279,0.009543016416982741,-0.005996976588230174,-0.0011883246618344945,0.0028542497865241545,0.0011367118530299924,0.0004087401110707267,-0.004464395270199262,6044500,3641400,225680,341700,39423000,233776981,2717729,1996600,4433700,2796600,9357200,4766400,5079300,3959000,11664200,101.91999816894531,1614.300048828125,12359.3095703125,1277.8299560546875,1.975000023841858,21.670000076293945
2012-01-10,-0.006832525906057096,-0.007260996332347336,-0.015429353061328088,0.0015859057724738612,-0.0075369257835113945,-0.0010924257782218838,-0.016894423512538337,-0.019341374365336117,-0.0006022635953348843,-0.00512679085673895,-0.004406970174410718,-0.005984800816934532,0.001896962170836236,-0.010074925406571733,-0.0025731882194208744,4721000,6711600,383760,434700,38885200,176483032,5781808,2529500,5075400,3438400,7598400,4937000,7063200,3803700,13080800,101.30000305175781,1619.9000244140625,12394.509765625,1280.77001953125,1.9889999628067017,20.139999389648438
2012-01-11,0.0007271134392646816,0.007434155309441692,-0.010389613695908961,0.009001029348864265,-0.0007871708845519354,-0.004525495228932641,0.0021209110962676636,0.011538329909372314,-0.0023069914975333283,0.0062872332937403685,0.0006748860878327267,0.009311665694143212,-0.007411567434802979,-0.005661487751327021,0.007466317404693279,3074300,6427000,369200,362200,23534800,96359832,3675595,3857200,4622500,4465300,7078400,5095800,4281600,4047500,14831400,102.19999694824219,1634.800048828125,12459.51953125,1292.02001953125,1.9509999752044678,21.18000030517578
2012-01-12,-0.002910709855079574,-0.0031779340827051694,-0.007326259985379613,-0.023330320979421337,-0.0031470446831196597,-0.005878923824420124,-0.012929392459896105,-0.002853612747589107,-0.006404493245944387,-0.006088661556330255,-0.0030398259196522393,0.001958594800038793,0.0026407915811222926,-0.0017424984106120256,0.003996184029513961,2447000,5863200,514280,1292200,22122800,75289148,3144846,4507600,4022700,3649900,7762400,4698700,4550300,2777700,17357200,101.0,1645.199951171875,12449.91015625,1292.47998046875,1.9190000295639038,21.010000228881836
2012-01-13,-0.00048357099092544154,0.009728341899440829,-0.0022969652210762526,0.008701705672931603,0.004705618608090045,0.00738512617187137,0.008567424067247309,0.0015525445333399723,0.0021876024742767397,0.0080683087969321,0.004546007310809563,-0.011380071537603786,0.003215300728688919,0.007760283317732375,-0.0016520854168511345,2717400,4711400,513760,350100,20122400,92637933,2581266,2285000,4134800,3092900,8264400,4916800,4995700,5020600,15551600,99.19999694824219,1638.9000244140625,12469.9599609375,1294.8199462890625,1.9049999713897705,21.40999984741211
2012-01-17,-0.0014501510994895384,-0.010737861246352454,-0.029535172191626158,-0.0001755993046212989,-0.006304007983448434,-0.005744075514638958,-0.00811262179544281,-0.022021196891037764,-0.001993410451869071,-0.007535703935170224,-0.0005074965504519025,0.018365083330787235,-0.016508413328251148,-0.0005393181338095854,-0.009542901033403606,4096300,5930600,873340,454000,23967800,76658261,3244492,2035500,4555800,2694900,7612400,6676900,6495700,4093200,15627900,98.94999694824219,1643.699951171875,12423.1201171875,1290.219970703125,1.899999976158142,20.899999618530273
2012-01-18,-0.0026553053872457877,-0.007233339241513148,-0.024484014548563193,0.009303187337856955,-0.007047928395997438,-0.006888573958284683,-0.018019262196123043,-0.016983214506210986,-0.010044395777661697,-0.009972770830302125,-0.005916767936390732,0.03478272742916255,-0.006906842908669608,-0.009838544890572232,-0.008869115424321006,2854500,5602700,761280,153100,29457200,110882061,4167954,1852200,4844500,3721100,7074800,13761200,8389800,4578400,16754200,100.91000366210938,1654.0,12474.6904296875,1293.6500244140625,1.8569999933242798,23.200000762939453
2012-01-19,0.010592538689445985,-0.0033656072113621427,-0.020518916729754144,-0.009390549377925161,-0.005831984959545178,-0.010522765496630226,-0.005327544042685206,-0.03115670713159857,0.002953670410874909,-0.00858127788569063,0.011932335886626011,-0.007098068145952929,0.030033542687115555,-0.0050709417725745,-0.006708812377126616,4582300,7487300,521040,425500,20073800,253157352,4192184,3123100,4763300,3413700,9229200,8226400,18656600,4714100,16383500,101.13999938964844,1663.0,12578.1904296875,1308.0699462890625,1.9259999990463257,20.489999771118164
2012-01-20,0.002189902721315584,0.015432417770137152,0.012418739668720868,-0.0007020730204152503,-0.007730802027608119,0.08377500660796178,0.019145425464533128,-0.024897437190154914,-0.004740407597696006,0.001747997609292562,-0.008844984261346056,-0.010029954369164873,0.0009556027449593163,-0.0014606192852899547,-0.005285479019146111,4167500,9085400,738920,286900,30587600,424637703,6689326,2340800,5630400,3522600,9678000,6017200,8873800,5051000,19220300,100.38999938964844,1652.800048828125,12623.830078125,1314.489990234375,1.9930000305175781,19.90999984741211
2012-01-23,0.005120472191968539,-0.013857371505166194,-0.005029883396112211,0.00017537838673165052,0.0053697652888961,0.0008020772068084714,-0.004182771087390735,0.002122793888846175,0.007765285951830347,0.00046747770495714214,-0.0008429723361811359,-0.004562342658478213,-0.0030609230820433098,0.003845088038161859,0.00022843664701788224,4864200,6455300,329940,539500,27095600,137027695,3541439,1433400,6059700,3494800,8460000,5924200,7535900,3198600,15348400,98.33999633789062,1676.9000244140625,12720.25,1315.2900390625,2.059999942779541,19.219999313354492
2012-01-24,0.003186325680708646,-0.0015684688676702585,0.014299241769845428,0.006315800181606379,0.0027003358173101066,0.007839135093734906,-0.00017366976434907144,0.001890915087690348,0.021792853868948137,-0.003737850992342029,0.002863779211010553,0.0094842059599064,0.020980017993587174,0.0017302962198382232,0.003315428158496947,2954800,6135500,554320,510300,20047000,122690156,2777412,1118500,11654100,3895600,5954400,4608700,10397800,3577700,12363800,99.87999725341797,1666.9000244140625,12708.3701171875,1315.9599609375,2.0490000247955322,19.760000228881836
2012-01-25,-0.0174576650435887,-0.00447426364316672,0.004473109896058314,-0.018891237753434265,-0.01005449240990397,0.019692570405323906,-0.008328810644292695,0.004972803126256253,-0.004860793195037294,-0.006400947325874817,-0.014529306371339201,-0.035873001432037865,-0.004675553233346896,-0.00826658941631253,-0.0004591192588687676,3548200,5846400,593580,594800,36182200,200255805,3855273,3529800,7544000,4412000,9944000,8417000,13121500,4219800,18202300,99.19999694824219,1673.0,12673.6298828125,1314.4000244140625,2.0490000247955322,19.350000381469727
2012-01-26,0.002416590139919461,0.002895134617884376,0.0019428482444886486,-0.013515900300958616,-0.007274164500167712,0.002440851064516414,0.004818174700096711,-0.003807849696155108,0.0005038724169846853,-0.01271918276917039,0.006327986847064038,0.005598250422083284,0.023657262883806207,-0.0029094747979931945,0.005159391181763784,11512300,6681200,437320,658500,37100200,129531704,4795412,2743400,4607100,4898900,11892800,5419800,13576200,4011600,15658200,99.95999908447266,1729.0,12756.9599609375,1326.280029296875,1.9579999446868896,17.959999084472656
2012-01-27,0.0322188149401883,0.02390030578002511,0.0004867569416280304,0.01504532471981801,-0.0007603943798266677,-0.020911871221722667,-0.00760846242559432,-0.009720352415278022,0.004940439037408373,0.0013700135207553865,-0.004189693352615986,0.012044993302952722,-0.01330713188631516,-0.0026369969218853484,0.010833308126309671,14305700,8780000,1507740,559600,28733600,145242371,6406435,1436200,5135000,3747200,10602000,5934500,7027300,4284000,15976700,99.93000030517578,1727.0,12733.9501953125,1318.25,1.9630000591278076,19.15999984741211
2012-01-30,0.01226559220292478,-0.010068631022387864,0.020693764597764175,0.013539294758429854,-0.0011394103984792014,0.003948424819006036,0.0015447225660011332,0.026297405517581196,-0.0,0.0013717716638883548,-0.00016696461188936418,0.007420781207147953,-0.0009797737196877154,-0.0014465969536419099,0.003961615172472732,13053400,10780900,572260,344100,36507400,93569411,3899013,2192100,6104900,3148400,10821600,4698900,4852400,4318400,17867000,100.0,1737.199951171875,12659.169921875,1316.1600341796875,1.8420000076293945,20.329999923706055
2012-01-31,-0.0025343200122334153,-0.04010000001648706,-0.01305154003420883,-0.014252991949599503,-0.008345777570643031,-0.004189101178571519,0.0024064064475529667,-0.008681105322628335,-0.0036477317093328576,0.0072131980358632886,0.0013349752093322342,0.001736113050772814,-0.014098426852983792,0.006565936056307176,0.020469974059484697,5133600,23364500,1018680,193500,32184800,86017210,3615387,1420800,6574200,3552100,8736800,5688800,8843000,6997700,27225800,98.87999725341797,1731.699951171875,12654.7802734375,1313.530029296875,1.8509999513626099,19.06999969482422
2012-02-01,0.004044268205325663,0.007841728973595918,0.00613487217930575,-0.01110338994492377,-0.010158066092370133,-0.001241151416776498,-0.015506697919258405,-0.02247200180513742,0.0065621397798135694,-0.007380802214112192,-0.0016709929713203397,-0.013107071358234856,-0.028383675740899506,-0.014937279085587507,-0.0027470347150195806,6510000,11902000,1169740,312800,32168200,93175942,3630492,2581400,6141300,3005500,8662400,4321500,7480600,7305600,22266100,98.37999725341797,1738.199951171875,12632.759765625,1312.449951171875,1.8070000410079956,18.68000030517578
2012-02-02,-0.00431484501671453,0.0004391170623619933,0.03432096116237193,0.008236093896536567,0.005958960992815343,-0.007368721938299849,-0.0015271631300783906,-0.009352249549754887,-0.00223510359663881,-0.0009157874724137205,-0.002668627410819635,-0.0011881567068394716,0.013518288443345128,0.005209634143544806,0.005240360692125967,3805400,7513300,2046460,154400,34668800,96950036,3391235,1330600,3984000,2288000,8047600,2967200,5319200,3043100,18020500,97.11000061035156,1745.0999755859375,12716.5400390625,1324.239990234375,1.819000005722046,18.3799991607666
2012-02-03,-0.00025262542189508075,-0.022842280367991075,-0.005369410088538862,-0.006401365688038396,-0.017234569779382314,-0.01917593251240257,-0.028968163877002073,-0.027102283626835755,-0.014095252298985006,-0.0034317286567462357,-0.0016635930576083258,-0.010284854848032321,0.02341114283689183,-0.004189351623945736,-0.016640539554180656,4217000,12074800,2566980,321600,27271400,127215053,5929285,2428100,5600900,3195500,7399200,3496200,9676900,4149200,16145400,96.61000061035156,1758.699951171875,12705.0400390625,1326.2099609375,1.815999984741211,16.84000015258789
2012-02-06,-0.0007578304658477641,-0.006442019635545249,0.0017803483649742047,-0.0024067940304739466,0.002209646798147391,-0.021397570241487474,0.0070793665332075095,0.006089361862653742,0.005199818145932178,0.0019381024430762395,0.003985699702881651,-0.003001605314441047,0.0003896416250624979,-0.002868228713118315,-0.009774041352972995,3933500,8785400,639080,94900,25879600,147735682,4084775,982800,3486600,2189300,5274400,3733700,8577100,3922300,15000900,97.73999786376953,1728.0,12860.7197265625,1344.3199462890625,1.9240000247955322,17.979999542236328
2012-02-07,-0.006816473346408447,0.00576054405397064,-0.0043312956845198425,0.008060387748823006,-0.0,0.0038090047308453334,0.002487341500974072,-0.008849263453444278,-0.014272999328564628,-0.003768926919623272,-0.0035014321409509996,-0.00975919305062889,-0.014427747715185513,-0.004810386572703607,-0.006880535413907207,3998300,11373200,1793740,199000,24368800,83997668,3025899,2188500,6029900,2959100,7050000,5607100,5243300,5027900,15818400,97.12999725341797,1722.0,12844.3701171875,1344.3299560546875,1.9140000343322754,17.93000030517578
2012-02-08,0.0025375436219341463,-0.007939486867715395,0.001395303975383455,-0.004840919407991251,-0.005906168272559187,-0.005076068136270928,0.004820413387400135,-0.011021425315441702,0.008522524633535644,-0.0009101607564190317,-0.00282518877566007,-0.0036085660599356473,-0.0021142002491831846,0.004787357532311409,0.006404932013093112,4325000,12378300,735800,391400,25437200,73731331,3410954,2273600,5433600,2522800,6726400,5024600,6022000,3262300,14762600,98.7699966430664,1744.0,12865.7900390625,1347.0400390625,1.9980000257492065,17.790000915527344
2012-02-09,-0.0015264139667130472,0.004257952072552196,-0.0026674180656751645,-0.011527907707427953,-0.00770642322921633,-0.002639957059494602,-0.0003340321462992346,-0.0,0.0005996912214887296,-0.0005681522003544437,0.0009943062190154173,-0.02799142321501158,-0.017645057321216795,0.004549986976551845,0.005157438825015959,4551100,8458700,1087840,570700,27902000,90927546,3342356,1530600,3608800,3031600,6455200,10988900,9613500,3848700,17073400,99.0999984741211,1731.4000244140625,12884.41015625,1349.969970703125,2.0309998989105225,18.1200008392334
2012-02-10,0.0017781142296804386,0.008979748769001428,0.009120793161034757,0.0034019520296797445,0.010196766152692271,0.009076597450091373,0.009350199975888707,0.022469631845792315,0.005200755105929322,0.009997647761263884,-0.0011608061054206864,-0.0047465033995139905,-0.0048998132611639544,-0.0015671000551820136,0.012723544969906242,5677200,10779200,547820,431700,21410400,93356617,3835659,1627800,3874700,3085700,5397600,7602800,6574700,3620600,15328900,99.88999938964844,1732.699951171875,12889.5498046875,1351.2099609375,1.9809999465942383,20.100000381469727
2012-02-13,-0.010432630486862271,-0.022006070418137957,-0.007031400189067449,-0.02355352559346735,-0.008462152404405954,-0.01038102649262318,-0.013652324825310869,-0.013882583226201728,-0.001809878461786596,-0.010213785778612428,0.005301345919730971,-0.014545309049006194,-0.009940043159137435,-0.006128419558623088,-0.007398406935529511,4153600,9665400,796640,677400,16057000,72924318,2867828,1429400,2971100,2530600,7214800,7551400,5703700,3115800,11473700,99.33000183105469,1725.0,12799.1103515625,1343.06005859375,2.0,19.639999389648438
2012-02-14,-0.0032739999868049985,0.01899875592273259,0.006347596960411983,-0.0008337374694480371,0.00583721709969065,0.003985608179265521,0.004988239623546664,0.010998622681881676,0.0010034972925956342,0.0004546580351778573,-0.005663120647242392,-0.0004901340604206439,-0.011327767614482287,0.0006479368880427661,-0.002961273800914599,3165500,12258400,449540,277300,33453400,72418428,2310227,1276100,3520800,2850300,5380400,5689100,5982000,2918600,12961900,100.7300033569336,1720.0,12871.76953125,1351.300048828125,1.968999981880188,19.450000762939453
2012-02-15,0.006024572186112853,0.0006530344294002344,0.009837839281897853,-0.03665446094902314,-0.046605838563584134,0.006887934933194173,0.014037565483039804,-0.01906488517829419,0.009442349922982651,0.004462151125270264,0.0067903917878270326,0.0012249713781787852,-0.0029377506321799363,0.004928066626464389,0.006495567209014008,3416200,7563600,449020,911600,70532200,97399715,3258443,2269200,5260500,3647000,7544800,4965800,7009300,3424300,13911600,100.9000015258789,1723.5999755859375,12864.650390625,1350.52001953125,1.934000015258789,19.739999771118164
2012-02-16,-0.00782858726952984,-0.015013779490079315,-0.0121291229638123,-0.004660834058832997,-0.004557947232912474,-0.0015853190552606033,-0.007965977478508801,-0.011581236254832428,-0.006591312730525045,-0.00735553626797425,-0.007670338552695277,-0.004782284723779062,-0.0031126162938790447,-0.007878200601570295,-0.01533517742929047,3213400,5509900,416780,454000,39917200,101615457,2359316,1904300,3996300,2548800,8270000,4548900,6907700,3692400,14769600,101.9000015258789,1718.4000244140625,12779.8095703125,1342.6099853515625,1.9190000295639038,21.59000015258789
2012-02-17,0.004510112415670453,-0.020792814687982775,-0.04716983195023006,-0.005439132326304552,-0.018149644566466838,0.003099648141735689,-0.01059359398538784,-0.008586616602495711,-0.00735452378980983,0.0010268269981158484,0.0034749508777699445,0.0024407227788589836,0.002007781745971382,-0.0,-0.0024586231542100823,2359400,12135500,1129960,247900,47056400,98331193,3324524,1630300,4931700,2834600,7547600,5418400,6387400,7105100,16597200,102.3499984741211,1733.5999755859375,12903.330078125,1358.06005859375,2.0299999713897705,18.729999542236328
2012-02-21,-0.0035235745847059796,0.009659941562877639,-0.0015825749105344844,0.0023865984856531464,0.0034277449661054282,-0.01548025259314012,0.003494210151023136,0.00349273910866299,-0.0050005297325823594,-0.0004566827803136331,-0.003154716618812836,-0.0064837521893581496,-0.01170447026602739,0.0046900822127020625,-0.011095617008916037,2546400,8462000,906360,177300,28840400,99603946,2342219,1530000,4474800,2406700,7985200,5134700,7502200,3652400,15481300,104.6500015258789,1736.0999755859375,12949.33984375,1361.219970703125,2.0230000019073486,18.40999984741211
2012-02-22,0.0007520944544926467,0.006149184734780655,0.03196793665326658,-0.0003189865633221878,-0.007223780089214538,0.009869704386557432,0.006344829920030826,0.010295545461560973,-0.001691581709232448,-0.0018266194396794333,0.003807237095278415,-0.0002437270601196584,0.002530683368860198,0.006544012755847706,-0.0040430976043499545,1644800,20119500,1231620,195900,42155200,78974912,2652906,1716500,3918900,2650000,5201200,5085700,6760100,3284900,11983200,106.01000213623047,1758.699951171875,12966.2197265625,1362.1099853515625,2.053999900817871,18.850000381469727
2012-02-23,0.048443961922096324,-0.008534199376666995,0.0013811854380163524,-0.012436204785012173,-0.018101209090816583,0.003010152249095732,0.0023167805545390996,-0.0035409888384732024,-0.0014902463423460688,-0.0015947771468940442,-0.0004984715690843355,0.0014584859515613946,0.004349497033217298,-0.009749290501755992,-0.001150302601908626,21267100,8536800,494520,205200,40036800,82508106,3827477,2198600,4166500,3531300,23902800,4272600,7195800,3018200,12404600,105.94999694824219,1774.0,12937.080078125,1357.530029296875,2.0380001068115234,18.729999542236328
2012-02-24,0.004748425967476599,0.00592347198724541,-0.01018481022564477,0.0011023573988065971,0.02079833223451777,-0.006253017708671038,-0.004576220431411038,-0.005734537596016054,0.004860659911484988,-0.0034131035635949214,-0.00930094119442959,-0.010344484518799657,-0.012923586045479052,0.0018265079989192579,-0.003677633380001266,10845200,7624900,415480,257800,32293400,77714204,2705352,1316600,3661800,2524800,25763600,4023000,5004500,3575300,10767100,108.66000366210938,1778.5,12981.2001953125,1363.4599609375,1.9859999418258667,16.68000030517578
2012-02-27,-0.013252214740462342,-0.0117046446361464,-0.01095351463767713,-0.0022071478633907127,-0.0,0.0009673879940300667,-0.007255094065024892,0.036183894096255664,-0.0003988219954951244,0.0014738531822748868,-0.0008228052175962564,-0.0009632316573298105,-0.0014370987034362237,-0.003529343024782916,0.0012596592613471902,7832800,13694600,336180,462000,24301200,72827958,3691119,3469700,4044500,3012900,40980000,4340200,5355900,3439000,13323500,109.66999816894531,1773.5999755859375,12981.1298828125,1365.199951171875,1.9390000104904175,19.100000381469727
2012-02-28,0.007062350577192178,-0.006310386288175263,-0.016621579764596106,0.00015728050308638775,-0.006166634836712426,-0.014902045805172515,-0.0008374803227968464,-0.01842987820625197,-0.0012033581934640658,0.0034062153148536334,0.005590492644328537,-0.009145961712928807,-0.0019740794362932412,-0.0011721952149297277,0.0010318677891426598,4622400,8911200,1047540,416700,27391800,114330940,3196767,2967400,4365800,2497700,6014000,4728900,4538200,3209000,14317600,107.94999694824219,1767.9000244140625,12976.740234375,1367.56005859375,1.9259999990463257,18.670000076293945
2012-02-29,0.009220055543135985,0.014213982877973375,0.01889308788044286,0.0023599987828498703,-0.0013615348832487495,0.00022631316900545428,0.003012574866698814,0.007596333412572265,0.005010523207970574,0.0019369039149220724,0.006178828637047773,0.004054360158502246,0.0016118336024996127,-0.001691188462985771,0.007344588283809017,7184200,6679600,708500,359100,34100800,125946315,4762372,4624100,5461000,3277700,9810400,5817000,5582600,4314300,18293200,106.45999908447266,1789.9000244140625,13005.419921875,1372.199951171875,1.9190000295639038,17.799999237060547
2012-03-01,-0.0031901357395829333,-0.014418933349725105,-0.021849153815518108,0.002680936277470236,-0.0013603272637807695,-0.006712463084952214,-0.009232979818149856,-0.019811119064060856,0.00030204319353110964,0.0012559814083457077,-0.0050409084099498624,-0.008500731104802206,-0.007250130771169205,0.0012983738855910643,-0.0038152616557136643,4855500,6451900,395200,236500,26189600,89843498,4196694,1871600,4086100,2525200,8026800,4944700,4258200,3659700,12638500,106.81999969482422,1698.5999755859375,12952.2900390625,1365.9000244140625,2.0329999923706055,18.020000457763672
2012-03-02,-0.006096272376848733,0.007106953802203386,0.004952859719987157,0.010752692712329925,0.0071306503876261695,0.0018476872995029092,0.00615447775168898,0.005298167648887575,-0.0025191072161463435,-0.0003432231327571422,0.0001669845261863534,-0.0037995656154519164,0.002679211228080569,0.004552317244020387,0.005758646934134304,3830400,6739100,322400,192000,22269800,63167885,2865625,983600,4311700,2820500,6076000,4183300,4408900,1992900,11343400,108.75,1723.0,12980.75,1374.0899658203125,2.006999969482422,17.649999618530273
